cluster_key;ticker;filing_day;filedAt;in_backtest;in_strategies;strategies;company;insiders;n_buys;pct_increase_position_max;qty_tot;titles;value_tot
RVSB|2024-02-23;RVSB;2024-02-23;2024-02-23T19:34:20-05:00;False;False;;RIVERVIEW BANCORP INC;Carlson Bradley | Eby Patricia | Graham Stacey;3;71.43;2400.0;Director;11500.0
PCB|2024-02-23;PCB;2024-02-23;2024-02-23T18:28:44-05:00;False;False;;PCB BANCORP;LEE SANG YOUNG;1;0.28;4202.0;Director;67002.15
IOSP|2024-02-23;IOSP;2024-02-23;2024-02-23T18:19:14-05:00;False;False;;INNOSPEC INC.;PARRETTE LESLIE J;1;12.77;410.0;Director;50823.6
BNZI|2024-02-23;BNZI;2024-02-23;2024-02-23T18:13:11-05:00;False;False;;Banzai International, Inc.;Davy Joseph P. | Ward Mason;2;14.71;1000.0;Chief Executive Officer | Director;955.8
HBT|2024-02-23;HBT;2024-02-23;2024-02-23T17:23:20-05:00;False;False;;HBT Financial, Inc.;Baker Roger A;1;0.65;3632.0;Director;68499.52
TLYS|2024-02-23;TLYS;2024-02-23;2024-02-23T17:08:20-05:00;False;False;;TILLY'S, INC.;Fund 1 Investments, LLC;1;0.66;102000.0;10% Owner;726405.3999999999
ESOA|2024-02-23;ESOA;2024-02-23;2024-02-23T17:02:42-05:00;False;False;;Energy Services of America CORP;Lucente Frank S;1;0.31;1000.0;Director;7490.0
TPL|2024-02-23;TPL;2024-02-23;2024-02-23T11:29:23-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;2;0.12;24.0;Director;244663.24000000005
FBK|2024-02-23;FBK;2024-02-23;2024-02-23T16:34:43-05:00;False;False;;FB Financial Corp;Ayers James W.;1;0.02;2000.0;10% Owner;72700.0
BKD|2024-02-23;BKD;2024-02-23;2024-02-23T16:28:41-05:00;False;False;;Brookdale Senior Living Inc.;BUMSTEAD FRANK M;1;0.2;1000.0;Director;5360.0
MBUU|2024-02-23;MBUU;2024-02-23;2024-02-23T16:22:30-05:00;False;False;;MALIBU BOATS, INC.;Hooks Michael K.;1;;12500.0;Executive Chair;535250.0
CTHR|2024-02-23;CTHR;2024-02-23;2024-02-23T16:15:19-05:00;False;False;;CHARLES & COLVARD LTD;O'CONNELL DON;1;14.22;30000.0;President and CEO;10164.0
BFST|2024-02-23;BFST;2024-02-23;2024-02-23T16:05:59-05:00;False;False;;Business First Bancshares, Inc.;Ducrest John P.;1;0.59;354.772;Director;7439.21616
BY|2024-02-23;BY;2024-02-23;2024-02-23T15:34:59-05:00;False;False;;BYLINE BANCORP, INC.;DEL VALLE PEROCHENA ANTONIO | MBG INVESTORS I, L.P.;2;0.08;30888.0;10% Owner | Director;646476.2960000001
MRBK|2024-02-23;MRBK;2024-02-23;2024-02-23T15:23:17-05:00;False;False;;Meridian Corp;Annas Christopher J. | Holland Robert T.;2;1.37;4000.0;Chairman & CEO | Director;39590.0
FLIC|2024-02-23;FLIC;2024-02-23;2024-02-23T15:05:42-05:00;False;False;;FIRST OF LONG ISLAND CORP;QUICK PETER;1;2.17;2000.0;Director;22119.3
CMTV|2024-02-23;CMTV;2024-02-23;2024-02-23T10:00:13-05:00;False;False;;COMMUNITY BANCORP /VT;Caldwell Christopher L. | Marvin Emma;2;21.95;1895.0;Director | VP/Dir of Co/Dir/Pres of Bank;32743.870000000003
NWFL|2024-02-23;NWFL;2024-02-23;2024-02-23T13:47:53-05:00;False;False;;NORWOOD FINANCIAL CORP;Donnelly James O;1;4.95;193.0;President & CEO;5008.349999999999
ATIP|2024-02-23;ATIP;2024-02-23;2024-02-23T13:17:52-05:00;False;False;;ATI Physical Therapy, Inc.;Parisi James E.;1;59.97;52000.0;Director;50180.0
ADMQ|2024-02-23;ADMQ;2024-02-23;2024-02-23T12:42:33-05:00;False;False;;ADM ENDEAVORS, INC.;Johnson Marc;1;0.17;100000.0;CEO;5200.0
OGN|2024-02-23;OGN;2024-02-23;2024-02-23T11:46:59-05:00;False;False;;Organon & Co.;Weaver Kirke;1;21.83;2720.0;Gen. Counsel & Corp. Secy.;49938.928
FMBM|2024-02-23;FMBM;2024-02-23;2024-02-23T10:41:20-05:00;False;False;;F&M BANK CORP;Willingham John A.;1;0.7;101.0;Director;1818.0
SNCR|2024-02-23;SNCR;2024-02-23;2024-02-23T08:18:37-05:00;False;False;;SYNCHRONOSS TECHNOLOGIES INC;Rendino Kevin;1;0.57;5617.0;Director;52080.85
ADC|2024-02-23;ADC;2024-02-23;2024-02-23T06:30:14-05:00;False;False;;AGREE REALTY CORP;Agree Joey;1;0.63;3500.0;PRESIDENT & CEO;199220.0
ETST|2024-02-23;ETST;2024-02-23;2024-02-23T06:05:20-05:00;False;False;;Earth Science Tech, Inc.;Saumat Giorgio R.;1;0.09;110000.0;CEO;8250.0
CART|2024-02-22;CART;2024-02-22;2024-02-22T20:04:13-05:00;False;False;;Maplebear Inc.;Gupta Ravi | SC US (TTGP), LTD.;4;51.88;8081092.0;10% Owner | Director;230622841.66320002
HPP|2024-02-22;HPP;2024-02-22;2024-02-22T19:34:52-05:00;False;False;;Hudson Pacific Properties, Inc.;SHOLEM BARRY A;1;132.56;80000.0;Director;535200.0
GTES|2024-02-22;GTES;2024-02-22;2024-02-22T18:17:00-05:00;False;False;;Gates Industrial Corp plc;Neely Wilson S;1;21.43;10000.0;Director;132400.0
QNTO|2024-02-22;QNTO;2024-02-22;2024-02-22T17:32:25-05:00;False;False;;QUAINT OAK BANCORP INC;CLARKE JAMES J;1;0.44;400.0;Director;4734.0
FRTX|2024-02-22;FRTX;2024-02-22;2024-02-22T17:26:08-05:00;False;False;;Fresh Tracks Therapeutics, Inc.;Exploration Capital, LLC;1;5.88;77404.0;10% Owner;68664.58
EXEL|2024-02-22;EXEL;2024-02-22;2024-02-22T17:08:50-05:00;False;False;;EXELIXIS, INC.;JOHNSON DAVID EDWARD;1;20.86;190000.0;Director;3932734.0
FCNCA|2024-02-22;FCNCA;2024-02-22;2024-02-22T16:43:23-05:00;False;False;;FIRST CITIZENS BANCSHARES INC /DE/;BRYANT HOPE HOLDING | HOLDING FRANK B JR | Holding Olivia Britton;3;37.07;2020.0;10% Owner | Chairman and CEO | Vice Chairwoman;2656276.7
BENF|2024-02-22;BENF;2024-02-22;2024-02-22T16:46:18-05:00;False;False;;Beneficient;CANGANY PETER T JR;1;;400000.0;Director;102000.0
UNB|2024-02-22;UNB;2024-02-22;2024-02-22T16:42:43-05:00;False;False;;UNION BANKSHARES INC;Parent Mary K;1;20.66;100.0;Director;3114.5
AGYS|2024-02-22;AGYS;2024-02-22;2024-02-22T16:41:52-05:00;False;False;;AGILYSYS INC;KEATING MELVIN L;1;0.23;300.0;Director;23287.0
GOVX|2024-02-22;GOVX;2024-02-22;2024-02-22T16:41:26-05:00;False;False;;GeoVax Labs, Inc.;DODD DAVID A;1;78.54;8729.0;President, CEO;19781.1615
RMCF|2024-02-22;RMCF;2024-02-22;2024-02-22T16:34:23-05:00;False;False;;Rocky Mountain Chocolate Factory, Inc.;GEYGAN JEFFREY RICHART | GLOBAL VALUE INVESTMENT CORP.;2;2.07;64922.0;10% Owner | Director;279256.265
WTBA|2024-02-22;WTBA;2024-02-22;2024-02-22T16:32:55-05:00;False;False;;WEST BANCORPORATION INC;NELSON DAVID D;1;1.42;2007.0;CEO & PRESIDENT;35222.850000000006
FINW|2024-02-22;FINW;2024-02-22;2024-02-22T16:22:21-05:00;False;False;;Finwise Bancorp;Keil Robert;1;20.0;1000.0;EVP  Chief FinTech Officer;9550.0
HIW|2024-02-22;HIW;2024-02-22;2024-02-22T16:05:56-05:00;False;False;;HIGHWOODS PROPERTIES, INC.;Evans Carlos E;1;47.07;20000.0;Director;473400.00000000006
PSIX|2024-02-22;PSIX;2024-02-22;2024-02-22T16:05:11-05:00;False;False;;POWER SOLUTIONS INTERNATIONAL, INC.;Gagnon Neil;1;0.15;976.0;10% Owner;1952.0
BBGI|2024-02-22;BBGI;2024-02-22;2024-02-22T16:03:55-05:00;False;False;;BEASLEY BROADCAST GROUP INC;BEASLEY BRIAN E | BEASLEY BRUCE G;2;2.94;18000.0;Chief Operating Officer | President;15975.0
ITI|2024-02-22;ITI;2024-02-22;2024-02-22T16:02:43-05:00;False;False;;ITERIS, INC.;Valentine-Poska Kimberly;1;57.38;10000.0;Director;50199.99999999999
BYON|2024-02-22;BYON;2024-02-22;2024-02-22T16:02:14-05:00;False;False;;BEYOND, INC.;LEMONIS MARCUS;1;2.2;3650.0;EXECUTIVE CHAIRMAN OF BOARD;99170.5
MNSB|2024-02-22;MNSB;2024-02-22;2024-02-22T15:53:12-05:00;False;False;;MainStreet Bancshares, Inc.;Brockett Charles C.;1;0.84;625.0;Director;11476.7
BNZI|2024-02-22;BNZI;2024-02-22;2024-02-22T15:08:02-05:00;False;False;;Banzai International, Inc.;Davy Joseph P.;1;17.25;500.0;Chief Executive Officer;471.6
GRNT|2024-02-22;GRNT;2024-02-22;2024-02-22T15:01:07-05:00;False;False;;Granite Ridge Resources, Inc.;MCCARTNEY JOHN;1;1.24;500.0;Director;3085.0
MGLD|2024-02-22;MGLD;2024-02-22;2024-02-22T14:54:46-05:00;False;False;;Marygold Companies, Inc.;Nicholas & Melinda Gerber Living Trust;1;0.08;13751.0;Chief Executive Officer;15236.108000000002
HWBK|2024-02-22;HWBK;2024-02-22;2024-02-22T14:36:06-05:00;False;False;;HAWTHORN BANCSHARES, INC.;Hettinger Shawna M.;1;36.78;700.0;Director;16212.0
IVDN|2024-02-22;IVDN;2024-02-22;2024-02-22T14:15:29-05:00;False;False;;INNOVATIVE DESIGNS INC;Garlotta Donald Vincent;1;57.14;40000.0;Director;8000.0
SHBI|2024-02-22;SHBI;2024-02-22;2024-02-22T13:39:54-05:00;False;False;;SHORE BANCSHARES INC;Adams Michael Brian | Willey Dawn M.;2;133.33;10500.0;Director;116000.0
INM|2024-02-22;INM;2024-02-22;2024-02-22T13:38:46-05:00;False;False;;InMed Pharmaceuticals Inc.;HULL ANDREW;1;4947.23;37500.0;Director;14625.0
UBFO|2024-02-22;UBFO;2024-02-22;2024-02-22T13:33:41-05:00;False;False;;UNITED SECURITY BANCSHARES;ELLITHORPE G THOMPSON;1;1.74;1449.0;Director;10997.91
TPL|2024-02-22;TPL;2024-02-22;2024-02-22T13:16:32-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.12;12.0;Director;18268.56
BPRN|2024-02-22;BPRN;2024-02-22;2024-02-22T12:24:48-05:00;False;False;;Princeton Bancorp, Inc.;TUCHMAN MARTIN;1;1.67;1549.0;Director;49204.0589
DBD|2024-02-22;DBD;2024-02-22;2024-02-22T12:04:24-05:00;False;False;;DIEBOLD NIXDORF, Inc;BOWEN MARJORIE L.;1;5.73;2290.0;Director;77813.05500000001
CZFS|2024-02-22;CZFS;2024-02-22;2024-02-22T11:27:41-05:00;False;False;;CITIZENS FINANCIAL SERVICES INC;BLACK RANDALL E;1;0.96;500.0;CEO & PRESIDENT;24000.0
CMTV|2024-02-22;CMTV;2024-02-22;2024-02-22T10:05:44-05:00;False;False;;COMMUNITY BANCORP /VT;Marvin Emma;1;9.33;280.0;Director;4858.0
ADC|2024-02-22;ADC;2024-02-22;2024-02-22T06:30:14-05:00;False;False;;AGREE REALTY CORP;RAKOLTA JOHN JR;1;5.09;20102.0;Director;1140823.18
STSS|2024-02-21;STSS;2024-02-21;2024-02-21T21:33:57-05:00;False;False;;Sharps Technology Inc.;Hayes Robert Michael;1;11.64;10000.0;Chief Executive Officer;3400.0000000000005
GEG|2024-02-21;GEG;2024-02-21;2024-02-21T20:50:35-05:00;False;False;;Great Elm Group, Inc.;Reese Jason W.;1;0.1;13533.0;See remarks;26451.45
RSVR|2024-02-21;RSVR;2024-02-21;2024-02-21T19:30:31-05:00;False;False;;Reservoir Media, Inc.;Khosrowshahi Hassan;1;106.87;83392.0;10% Owner;586362.6984
RM|2024-02-21;RM;2024-02-21;2024-02-21T18:01:45-05:00;False;False;;Regional Management Corp.;BASSWOOD CAPITAL MANAGEMENT, L.L.C.;1;4.13;15000.0;Director;351900.0
PAYS|2024-02-21;PAYS;2024-02-21;2024-02-21T17:55:56-05:00;False;False;;Paysign, Inc.;Topline Capital Management, LLC | Topline Capital Partners, LP;2;0.46;154524.0;10% Owner | Other;469658.16
HLF|2024-02-21;HLF;2024-02-21;2024-02-21T17:44:42-05:00;False;False;;HERBALIFE LTD.;JOHNSON MICHAEL;1;11.39;61725.0;Chairman & CEO;498299.75250000006
HFBL|2024-02-21;HFBL;2024-02-21;2024-02-21T17:34:34-05:00;False;False;;Home Federal Bancorp, Inc. of Louisiana;BARLOW JAMES R;1;29.17;848.0;Chairman, President & CEO***;10939.2
PCB|2024-02-21;PCB;2024-02-21;2024-02-21T17:31:06-05:00;False;False;;PCB BANCORP;LEE SANG YOUNG;1;0.14;3096.0;Director;49582.0
OPK|2024-02-21;OPK;2024-02-21;2024-02-21T17:10:47-05:00;False;False;;OPKO HEALTH, INC.;FROST PHILLIP MD ET AL;1;0.48;1000000.0;CEO & Chairman;991700.0
BX|2024-02-21;BX;2024-02-21;2024-02-21T17:05:00-05:00;False;False;;Blackstone Inc.;Brown Reginald J;1;16.5;2400.0;Director;301500.0
NAMS|2024-02-21;NAMS;2024-02-21;2024-02-21T17:00:25-05:00;False;False;;NewAmsterdam Pharma Co N.V.;LANGE LOUIS G;1;25.15;5000.0;Director;95000.0
ETST|2024-02-21;ETST;2024-02-21;2024-02-21T16:50:29-05:00;False;False;;Earth Science Tech, Inc.;Sanchez Yovan Arturo | Saumat Giorgio R.;2;10.0;110000.0;CEO | Director;8240.0
MODD|2024-02-21;MODD;2024-02-21;2024-02-21T16:50:05-05:00;False;False;;Modular Medical, Inc.;MANCHESTER MANAGEMENT CO LLC;1;40.57;900000.0;Director;990000.0000000001
NWE|2024-02-21;NWE;2024-02-21;2024-02-21T16:24:32-05:00;False;False;;NorthWestern Energy Group, Inc.;YAZDI MAHVASH;1;7.1;1000.0;Director;48800.0
CTHR|2024-02-21;CTHR;2024-02-21;2024-02-21T16:16:12-05:00;False;False;;CHARLES & COLVARD LTD;SYKES OLLIN B;1;7.75;125000.0;Director;46737.5
HRTG|2024-02-21;HRTG;2024-02-21;2024-02-21T16:09:46-05:00;False;False;;Heritage Insurance Holdings, Inc.;Hyer Raymond T;1;5.27;148148.0;10% Owner;999999.0
SBFG|2024-02-21;SBFG;2024-02-21;2024-02-21T15:59:25-05:00;False;False;;SB FINANCIAL GROUP, INC.;CARTER GEORGE W;1;2.21;350.0;Director;5162.5
CSPI|2024-02-21;CSPI;2024-02-21;2024-02-21T15:54:42-05:00;False;False;;CSP INC /MA/;NERGES JOSEPH R;1;0.18;5160.0;10% Owner;162347.0
ASRV|2024-02-21;ASRV;2024-02-21;2024-02-21T15:04:35-05:00;False;False;;AMERISERV FINANCIAL INC /PA/;STOPKO JEFFREY A;1;1.54;2000.0;President & CEO ASRV & Bank;5880.0
NONE|2024-02-21;NONE;2024-02-21;2024-02-21T14:31:17-05:00;False;False;;WILSON BANK HOLDING CO;Foster` John | MCDEARMAN JOHN | POMINSKI LISA;3;0.09;35.0;EVP | President & CEO;2502.5
INM|2024-02-21;INM;2024-02-21;2024-02-21T14:58:17-05:00;False;False;;InMed Pharmaceuticals Inc.;ADAMS ERIC A;1;1763.46;41600.0;President & CEO;14921.92
GREE|2024-02-21;GREE;2024-02-21;2024-02-21T14:46:30-05:00;False;False;;Greenidge Generation Holdings Inc.;Kovler Jordan;1;20.0;3500.0;Chief Executive Officer;13851.900000000001
OVLY|2024-02-21;OVLY;2024-02-21;2024-02-21T14:03:54-05:00;False;False;;Oak Valley Bancorp;HOLDER H RANDOLPH JR;1;0.12;175.0;Director;4289.25
PRDEX|2024-02-21;PRDEX;2024-02-21;2024-02-21T13:49:40-05:00;False;False;;PREDEX;Downing George Keith | Mooney Edward Patrick Jr.;2;52.34;3054.9900000000002;Director | Secretary;75000.00450000001
CIVB|2024-02-21;CIVB;2024-02-21;2024-02-21T13:35:51-05:00;False;False;;CIVISTA BANCSHARES, INC.;MULFORD MICHAEL D.;1;;2000.0;Senior Vice President;31640.0
TPL|2024-02-21;TPL;2024-02-21;2024-02-21T12:41:58-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.12;12.0;Director;17891.760000000002
JUVF|2024-02-21;JUVF;2024-02-21;2024-02-21T10:38:49-05:00;False;False;;JUNIATA VALLEY FINANCIAL CORP;BARBER MARCIE A | Buffington Michael A. | Calkins-Mazur Christina | DREIBELBIS MARTIN L | Kelsey Gary E | Scarnati Joseph B. III | Sliver Steven C. | Wagner Bradley J. | Wolf Michael W.;9;31.6;5328.0;Director | EVP/CFO | President/CEO;0.0
RZLT|2024-02-21;RZLT;2024-02-21;2024-02-21T11:55:02-05:00;False;False;;Rezolute, Inc.;ROBERTS BRIAN KENNETH;1;25.41;7000.0;Chief Medical Officer;9142.0
MGYR|2024-02-21;MGYR;2024-02-21;2024-02-21T11:32:17-05:00;False;False;;Magyar Bancorp, Inc.;LOMBARDI MICHAEL F;1;0.25;542.0;Director;6307.67
WFCF|2024-02-21;WFCF;2024-02-21;2024-02-21T11:29:59-05:00;False;False;;Where Food Comes From, Inc.;Lapaseotes Pete;1;0.28;500.0;Director;6450.0
BHRB|2024-02-21;BHRB;2024-02-21;2024-02-21T11:28:52-05:00;False;False;;Burke & Herbert Financial Services Corp.;Anderson Mark Guthrie;1;27.27;2400.0;Director;132840.0
CFFN|2024-02-21;CFFN;2024-02-21;2024-02-21T11:25:54-05:00;False;False;;Capitol Federal Financial, Inc.;Jackson Rick C;1;1.05;2990.0;Executive Vice President;17521.278299999998
SOBR|2024-02-21;SOBR;2024-02-21;2024-02-21T10:09:48-05:00;False;False;;SOBR Safe, Inc.;First Capital Holdings LLC;2;3.38;8031.0;10% Owner;5718.44
HUM|2024-02-21;HUM;2024-02-21;2024-02-21T10:37:23-05:00;False;False;;HUMANA INC;Mesquita Jorge S.;1;26.81;545.0;Director;200066.06650000002
COSM|2024-02-21;COSM;2024-02-21;2024-02-21T10:21:53-05:00;False;False;;Cosmos Health Inc.;Siokas Grigorios;1;4.5;60000.0;Chief Executive Officer;49806.0
YORW|2024-02-21;YORW;2024-02-21;2024-02-21T09:56:02-05:00;False;False;;YORK WATER CO;Rasmussen Steven R;1;0.73;27.456;Director;999.9969408
CHMG|2024-02-21;CHMG;2024-02-21;2024-02-21T09:22:55-05:00;False;False;;CHEMUNG FINANCIAL CORP;Meade Joseph F IV;2;2.8;168.0;Director;7695.24
TMP|2024-02-21;TMP;2024-02-21;2024-02-21T08:36:26-05:00;False;False;;TOMPKINS FINANCIAL CORP;Rahilly Ita M;1;30.62;1981.65;Director;100000.00395000001
GLSI|2024-02-21;GLSI;2024-02-21;2024-02-21T06:05:12-05:00;False;False;;Greenwich LifeSciences, Inc.;Patel Snehal;1;0.2;10800.0;CEO and CFO;120528.0
LNT|2024-02-20;LNT;2024-02-20;2024-02-20T19:45:13-05:00;False;False;;ALLIANT ENERGY CORP;Barton Lisa M | Sundararajan Raja;2;4.97;1600.0;Executive Vice President | President and CEO;77543.5
BIIB|2024-02-20;BIIB;2024-02-20;2024-02-20T21:13:26-05:00;False;False;;BIOGEN INC.;Rowinsky Eric K;1;2.26;455.0;Director;101255.7
USGO|2024-02-20;USGO;2024-02-20;2024-02-20T20:18:34-05:00;False;False;;U.S. GoldMining Inc.;GoldMining Inc.;5;0.31;158234.0;10% Owner;1626592.4872
IOVA|2024-02-20;IOVA;2024-02-20;2024-02-20T16:11:20-05:00;False;False;;IOVANCE BIOTHERAPEUTICS, INC.;Dukes Iain D. | MCPEAK MERRILL A | Rothbaum Wayne P.;3;356.38;5282000.0;Director;48330300.0
VANI|2024-02-20;VANI;2024-02-20;2024-02-20T18:32:47-05:00;False;False;;Vivani Medical, Inc.;Williams Gregg;1;0.15;1078.0;Director;1088.78
PSX|2024-02-20;PSX;2024-02-20;2024-02-20T18:28:28-05:00;False;False;;Phillips 66;Pease Robert W;1;55.99;682.0;Director;99967.56000000001
CRMT|2024-02-20;CRMT;2024-02-20;2024-02-20T18:03:26-05:00;False;False;;AMERICAS CARMART INC;Peterson Adam K;1;2.58;23105.0;10% Owner;1423229.63
PRME|2024-02-20;PRME;2024-02-20;2024-02-20T17:37:44-05:00;False;False;;Prime Medicine, Inc.;ARCH Venture Partners X, LLC | ARCH Venture Partners XII, LLC | NELSEN ROBERT;3;;9600000.0;10% Owner | Director;60000000.0
MNKTQ|2024-02-20;MNKTQ;2024-02-20;2024-02-20T17:00:16-05:00;False;False;;Mallinckrodt plc;GOLDENTREE ASSET MANAGEMENT LP;1;10.76;225000.0;10% Owner;8606250.0
GTES|2024-02-20;GTES;2024-02-20;2024-02-20T16:56:14-05:00;False;False;;Gates Industrial Corp plc;Eliasson Fredrik J | SIMPKINS NEIL P;2;57.5;1040893.0;Director;12698894.6
HLGN|2024-02-20;HLGN;2024-02-20;2024-02-20T16:51:24-05:00;False;False;;Heliogen, Inc.;Nant Capital, LLC;1;;442298.0;10% Owner;672071.811
TTSH|2024-02-20;TTSH;2024-02-20;2024-02-20T16:50:10-05:00;False;False;;TILE SHOP HOLDINGS, INC.;Fund 1 Investments, LLC;1;0.13;11900.0;10% Owner;82036.42
FLIC|2024-02-20;FLIC;2024-02-20;2024-02-20T16:41:45-05:00;False;False;;FIRST OF LONG ISLAND CORP;CANARICK PAUL T;1;0.19;1000.0;Director;11355.0
LTRX|2024-02-20;LTRX;2024-02-20;2024-02-20T16:30:40-05:00;False;False;;LANTRONIX INC;Steele Christa;1;;11630.0;Director;49427.5
ENR|2024-02-20;ENR;2024-02-20;2024-02-20T16:15:11-05:00;False;False;;ENERGIZER HOLDINGS, INC.;MOORE PATRICK J;1;;5000.0;Director;152500.0
CCRD|2024-02-20;CCRD;2024-02-20;2024-02-20T16:05:44-05:00;False;False;;CoreCard Corp;STRANGE J LELAND | White Matthew A;2;49.23;11022.0;CFO and Corporate Secretary | President & CEO;118117.6
GABC|2024-02-20;GABC;2024-02-20;2024-02-20T10:49:44-05:00;False;False;;GERMAN AMERICAN BANCORP, INC.;Bawel Zachary W | Ellspermann Susan J | SEGER THOMAS W | SHEIDLER JACK;5;0.85;313.06539999999995;Director;10249.118549280001
BOTJ|2024-02-20;BOTJ;2024-02-20;2024-02-20T12:57:41-05:00;False;False;;BANK OF THE JAMES FINANCIAL GROUP INC;ALFORD JOHN R JR | BRYANT WILLIAM C III;2;2.36;1455.0;Director;17064.449999999997
CCNE|2024-02-20;CCNE;2024-02-20;2024-02-20T12:40:10-05:00;False;False;;CNB FINANCIAL CORP/PA;Peduzzi Michael D;1;1.02;400.0;President & CEO;8375.5
NONE|2024-02-20;NONE;2024-02-20;2024-02-20T09:44:03-05:00;False;False;;Kayne DL 2021, Inc.;Jordan WIll | KAYNE ANDERSON CAPITAL ADVISORS LP | UAW Chrysler Retirees Medical Benefits Plan;3;14.41;5758.871999999999;10% Owner | Director | Other;25075004.075999998
ELUT|2024-02-20;ELUT;2024-02-20;2024-02-20T12:27:11-05:00;False;False;;ELUTIA INC.;Birchview Capital, LP;1;6.6;140000.0;Other;206958.0
MMLP|2024-02-20;MMLP;2024-02-20;2024-02-20T12:09:19-05:00;False;False;;MARTIN MIDSTREAM PARTNERS L.P.;BONDURANT ROBERT D | BOOTH CHRIS H | MARTIN RUBEN S | Shoup Scot A | TAUSCHER RANDALL | Taylor Sharon L;6;0.22;318.6559;Director | Executive Vice President / CFO | Executive Vice President/COO | President and CEO | Senior VP Operations | VP/General Counsel/Secretary;726.535452
MGYR|2024-02-20;MGYR;2024-02-20;2024-02-20T11:44:55-05:00;False;False;;Magyar Bancorp, Inc.;LOMBARDI MICHAEL F;1;0.06;124.0;Director;1397.48
TPL|2024-02-20;TPL;2024-02-20;2024-02-20T11:41:07-05:00;False;False;;Texas Pacific Land Corp;STAHL MURRAY;1;0.12;12.0;Director;18141.72
RVP|2024-02-20;RVP;2024-02-20;2024-02-20T11:39:58-05:00;False;False;;RETRACTABLE TECHNOLOGIES INC;SHAW THOMAS J;1;0.08;21687.0;PRESIDENT AND CEO;27767.7222
CIA|2024-02-20;CIA;2024-02-20;2024-02-20T11:22:21-05:00;False;False;;CITIZENS, INC.;Shields Gerald;1;51.8;29182.0;President & CEO;87546.0
BBGI|2024-02-20;BBGI;2024-02-20;2024-02-20T09:16:44-05:00;False;False;;BEASLEY BROADCAST GROUP INC;BEASLEY BRIAN E;1;0.36;1200.0;Chief Operating Officer;1020.0
ORI|2024-02-20;ORI;2024-02-20;2024-02-20T08:39:57-05:00;False;False;;OLD REPUBLIC INTERNATIONAL CORP;ADACHI BARBARA;1;32.52;1925.0;Director;55055.0
FOMC|2024-02-20;FOMC;2024-02-20;2024-02-20T08:34:31-05:00;False;False;;FOMO WORLDWIDE, INC.;Grover Vikram P;2;100.0;451250000.0;CEO, Director;89416.6666
DFCO|2024-02-20;DFCO;2024-02-20;2024-02-20T08:18:05-05:00;False;False;;DALRADA FINANCIAL CORP;BONAR BRIAN;1;0.39;24000.0;Chief Executive Officer;4384.8
RZLT|2024-02-20;RZLT;2024-02-20;2024-02-20T07:01:49-05:00;False;False;;Rezolute, Inc.;Evans Daron;1;144.48;50900.0;CFO;66741.34
ADC|2024-02-20;ADC;2024-02-20;2024-02-20T06:30:06-05:00;False;False;;AGREE REALTY CORP;RAKOLTA JOHN JR;1;5.49;20430.0;Director;1164510.0
GLSI|2024-02-20;GLSI;2024-02-20;2024-02-20T06:04:57-05:00;False;False;;Greenwich LifeSciences, Inc.;Patel Snehal;1;0.24;12700.0;CEO and CFO;140589.0
SOC|2024-02-16;SOC;2024-02-16;2024-02-16T16:57:17-05:00;False;False;;Sable Offshore Corp.;FLORES JAMES C | Flores James Caldwell | Pipkin Gregory Phillip | Sarofim Christopher Binyon;4;10000.0;9617500.0;Chairman & CEO | Director | President;96200055.0
PLCE|2024-02-16;PLCE;2024-02-16;2024-02-16T19:44:21-05:00;False;False;;Childrens Place, Inc.;Mithaq Capital SPC;3;47.22;4382216.0;10% Owner;55915731.010000005
GTES|2024-02-16;GTES;2024-02-16;2024-02-16T19:18:02-05:00;False;False;;Gates Industrial Corp plc;Jurek Ivo;1;3.38;20492.0;Chief Executive Officer;250002.4
FNRN|2024-02-16;FNRN;2024-02-16;2024-02-16T17:15:04-05:00;False;False;;FIRST NORTHERN COMMUNITY BANCORP;Hayes Barbara A | Ramos Daniel F;2;2.34;607.0;Director;5280.9
HWBK|2024-02-16;HWBK;2024-02-16;2024-02-16T17:14:14-05:00;False;False;;HAWTHORN BANCSHARES, INC.;Eden Douglas Todd;1;9.59;7000.0;Director;156240.0
AYX|2024-02-16;AYX;2024-02-16;2024-02-16T17:13:10-05:00;False;False;;Alteryx, Inc.;Stoecker Dean;1;121.43;42500.0;Director;2035750.0
LBAI|2024-02-16;LBAI;2024-02-16;2024-02-16T16:50:45-05:00;False;False;;LAKELAND BANCORP INC;MCCRACKEN ROBERT E;1;5.11;3661.0;Director;46185.7116
EMKR|2024-02-16;EMKR;2024-02-16;2024-02-16T16:48:44-05:00;False;False;;EMCORE CORP;Archon Capital Management LLC;1;31.13;4851568.0;10% Owner;1747970.1800000002
WNEB|2024-02-16;WNEB;2024-02-16;2024-02-16T16:35:59-05:00;False;False;;Western New England Bancorp, Inc.;HAGAN JAMES C;1;3.92;461.83;President and CEO;3777.7693999999997
GT|2024-02-16;GT;2024-02-16;2024-02-16T16:13:17-05:00;False;False;;GOODYEAR TIRE & RUBBER CO /OH/;MITCHELL MAX H;1;;42000.0;Director;510300.0
